"x","y","sst","chlo"
-177.5,42.5,11.4532802995548,0.304062254835024
-172.5,42.5,11.6235306429716,0.29151323886433
-167.5,42.5,11.7547006631879,0.283516311240038
-162.5,42.5,12.018796606359,0.280977100482797
-157.5,42.5,12.2793834060899,0.284472169375427
-152.5,42.5,12.5290603681018,0.28154675876808
-147.5,42.5,12.8976144107899,0.273648922962861
-142.5,42.5,13.3241617392188,0.25829891846498
-137.5,42.5,13.7650200626982,0.23914526454173
-132.5,42.5,13.8885157775304,0.243023763602358
-127.5,42.5,13.3365253963499,0.426844677514638
-122.5,42.5,1.99842935347977,0.425129012935967
-117.5,42.5,NA,NA
-112.5,42.5,NA,NA
-107.5,42.5,NA,NA
-102.5,42.5,NA,NA
-97.5,42.5,NA,NA
-92.5,42.5,NA,NA
-87.5,42.5,NA,NA
-82.5,42.5,NA,NA
-77.5,42.5,NA,NA
-72.5,42.5,3.63671241871314,0.843902232409627
-67.5,42.5,9.7572841569077,1.18202554029516
-62.5,42.5,12.6948092069896,0.683299442724221
-57.5,42.5,14.415873404632,0.503688764391915
-52.5,42.5,13.7074436750962,0.555999891700878
-47.5,42.5,14.6947759446943,0.516141768097188
